movieId,ml_title,search_title,year,tmdb_id,tmdb_title,poster_url,overview,tagline,tmdb_genres,keywords,cast,director,runtime,popularity,vote_average,vote_count,release_date
1664,Nénette et Boni (1996),Nénette et Boni,1996,99002,Nenette and Boni,https://image.tmdb.org/t/p/w500/4tiYchxwSkLI80TaAgmHLUEBx0B.jpg,"Teenage siblings Nenette and Boni were raised apart as a result of their parents' divorce. Their mother, who doted on her son Boni, has died. He works for an interesting couple as a pizza baker, and is surprised and enraged when his younger sister, having run away from boarding school, suddenly turns up. There's a problem that they must confront.",,Drama,woman director,Grégoire Colin|Alice Houri|Jacques Nolot|Valeria Bruni Tedeschi|Vincent Gallo,Claire Denis,99,0.3683,6.447,38,1997-01-29
1665,Bean (1997),Bean,1997,1281,Bean,https://image.tmdb.org/t/p/w500/IwrDPrB4d2DMcpnGkvan46yINL.jpg,"Childlike Englishman, Mr. Bean, is an incompetent watchman at the Royal National Gallery. After the museum's board of directors' attempt to have him fired is blocked by the chairman, who has taken a liking to Bean, they send him to Los Angeles to act as their ambassador for the unveiling of a historic painting to humiliate him. Fooled, Mr. Bean must now successfully unveil the painting or risk his and a hapless Los Angeles curator's termination.",One man. One masterpiece. One very big mistake.,Family|Adventure|Comedy,"california|london, england|airport|paris, france|chaos|repair|vault|museum|painting|arts and culture|destroy|artwork|guard|clumsy fellow|arts expert|host family|damage|poster|hospital|los angeles, california|amusement park|teenage rebellion|laxative",Rowan Atkinson|Peter MacNicol|Pamela Reed|Tricia Vessey|Andrew Lawrence,Mel Smith,89,5.5651,6.472,2584,1997-07-03
1666,Hugo Pool (1997),Hugo Pool,1997,32332,Hugo Pool,https://image.tmdb.org/t/p/w500/sVVdjinglTAShsEYlYkPNQ0SQGv.jpg,Hugo Pool is a quirky tale of a Los Angeles pool cleaner who falls in love with a young man dying of Lou Gerhig's Disease.,A comedy with serious relief,Comedy|Romance,dancing|victim|love|pool cleaner|spanish music,Alyssa Milano|Patrick Dempsey|Cathy Moriarty|Malcolm McDowell|Robert Downey Jr.,Robert Downey Sr.,92,0.6741,5.219,57,1997-12-12
1667,Mad City (1997),Mad City,1997,9770,Mad City,https://image.tmdb.org/t/p/w500/wXb9KGqxyrAHNygRRI1HW1BhcU.jpg,A misguided museum guard who loses his job and then tries to get it back at gunpoint is thrown into the fierce world of ratings-driven TV gone mad.,One man will make a mistake. The other will make it a spectacle.,Thriller|Drama,journalist|hostage|museum,John Travolta|Dustin Hoffman|Mia Kirshner|Alan Alda|Robert Prosky,Costa-Gavras,114,1.5424,6.251,364,1997-11-07
1668,One Night Stand (1997),One Night Stand,1997,12616,One Night Stand,https://image.tmdb.org/t/p/w500/h6aDoPEyK4rgp4MiuRvQjepoyZx.jpg,"In Los Angeles, Max Carlyle makes a good living directing commercials and has a happy home life with his wife, Mimi, and two children. When Carlyle travels to New York City to visit his friend Charlie, who has been diagnosed with AIDS, he has repeat run-ins with a beautiful woman, Karen, and eventually sleeps with her. Though he goes home the next day and doesn't return until a year later, Carlyle's infidelity still lingers.",Sometimes an entire life can change in just one night.,Drama,friendship|cheating|aids|chance|loss of loved one|one-night stand,Wesley Snipes|Nastassja Kinski|Kyle MacLachlan|Ming-Na Wen|Robert Downey Jr.,Mike Figgis,102,1.3579,5.638,116,1997-11-14
1669,"Tango Lesson, The (1997)","Tango Lesson, The",1997,34838,The Tango Lesson,https://image.tmdb.org/t/p/w500/dFrkFLIGUiHTu74WGE3633XXi4C.jpg,"On a trip to Paris Sally meets Pablo, a tango dancer. He starts teaching her to dance then she returns to London to work on some ""projects"". She visits Buenos Aires and learns more from Pablo's friends. Sally and Pablo meet again but this time their relationship changes, she realises they want different things from each other. On a trip to Buenos Aires they cement their friendship.",,Drama|Music|Romance,dance|dancer|tango|semi autobiographical|woman director,Sally Potter|Morgane Maugran|Pablo Verón|Géraldine Maillet|Katerina Mechera,Sally Potter,100,0.4586,6.371,31,1997-11-28
1670,Welcome To Sarajevo (1997),Welcome To Sarajevo,1997,14905,Welcome to Sarajevo,https://image.tmdb.org/t/p/w500/bGdDqsFCF0v9M5mB77fAF8vJMsy.jpg,"Follow a group of international journalists into the heart of the once cosmopolitan city of Sarajevo—now a danger zone of sniper and mortar attacks where residents still live. While reporting on an American aid worker who’s trying to get children out of the country, a British correspondent decides to take an orphaned girl home to London.","To get the story, they’ll risk everything.",War|Drama|History,journalist|civil war|england|orphanage|bosnian war (1992-95),Stephen Dillane|Woody Harrelson|Marisa Tomei|Goran Višnjić|Emira Nušević,Michael Winterbottom,103,0.849,6.5,124,1997-05-09
1671,Deceiver (1997),Deceiver,1997,14583,Deceiver,https://image.tmdb.org/t/p/w500/1bxBZV0KsUolu7MddTXZ0Prac3Q.jpg,"The gruesome death of a prostitute brings suspicion on one of her clients, James Wayland, a brilliant, self-destructive and epileptic heir to a textile fortune. So detectives Braxton and Kennesaw take Wayland in for questioning, thinking they can break the man. But despite his troubles, Wayland is a master of manipulation, and during the interrogation, he begins to turn the tables on the investigators, forcing them to reveal their own sinister sides.",There are two sides to every lie.,Mystery|Crime|Drama|Thriller,prostitute|murder|textile company,Tim Roth|Michael Rooker|Renée Zellweger|Chris Penn|Rosanna Arquette,Jonas Pate|Josh Pate,106,1.0581,6.0,137,1997-08-31
1672,"Rainmaker, The (1997)","Rainmaker, The",1997,11975,The Rainmaker,https://image.tmdb.org/t/p/w500/twLGHXPjQtS8UyVGp5GXmhJiTM7.jpg,"Fresh out of law school and desperate for work, idealistic rookie Rudy Baylor takes on a powerful insurance company accused of denying a dying boy’s claim. Teaming up with a scrappy, unlicensed paralegal, he finds himself in a David-versus-Goliath courtroom battle that tests his ethics, courage, and belief in justice.",They were totally unqualified to try the case of a lifetime... but every underdog has his day.,Drama|Crime|Thriller,based on novel or book|court case|jurors|proof|leukemia|lawyer|courtroom|legal thriller|inspirational|dramatic,Matt Damon|Claire Danes|Danny DeVito|Jon Voight|Mary Kay Place,Francis Ford Coppola,135,3.582,7.02,1479,1997-11-18
1673,Boogie Nights (1997),Boogie Nights,1997,4995,Boogie Nights,https://image.tmdb.org/t/p/w500/wnE24UPCPQsQnbBOu4zVE2qaDNm.jpg,"Set in 1977, back when sex was safe, pleasure was a business and business was booming, idealistic porn producer Jack Horner aspires to elevate his craft to an art form. Horner discovers Eddie Adams, a hot young talent working as a busboy in a nightclub, and welcomes him into the extended family of movie-makers, misfits and hangers-on that are always around. Adams' rise from nobody to a celebrity adult entertainer is meteoric, and soon the whole world seems to know his porn alter ego, ""Dirk Diggler"". Now, when disco and drugs are in vogue, fashion is in flux and the party never seems to stop, Adams' dreams of turning sex into stardom are about to collide with cold, hard reality.","The life of a dreamer, the days of a business and the nights in between.",Drama|Comedy,"new year's eve|adultery|pornography|robbery|husband wife relationship|drug abuse|1970s|cocaine|porn actor|custody battle|melancholy|rags to riches|coming of age|alter ego|los angeles, california|drugs|porn industry|disco|voyeurism|curious|1980s|candid|big dick|mother son relationship|introspective|dramatic|admiring|audacious|euphoric",Mark Wahlberg|Burt Reynolds|Julianne Moore|John C. Reilly|Heather Graham,Paul Thomas Anderson,156,6.2084,7.632,3549,1997-10-07
1674,Witness (1985),Witness,1985,9281,Witness,https://image.tmdb.org/t/p/w500/kOymD1rChAMykmDVEzJpIh4OYS7.jpg,"While protecting an Amish boy—the sole witness to a brutal murder—and his mother, a detective is forced to seek refuge within their community when his own life comes under threat.",A big city cop. A small country boy. They have nothing in common... but a murder.,Crime|Drama|Thriller,"police brutality|philadelphia, pennsylvania|corruption|pennsylvania, usa|detective|amish|witness to murder|barn raising|silo|thoughtful|reflective|lancaster, pa|complex|introspective|intense|romantic|empathetic",Harrison Ford|Kelly McGillis|Josef Sommer|Lukas Haas|Jan Rubeš,Peter Weir,112,4.2091,7.094,1880,1985-02-08
1675,Incognito (1997),Incognito,1997,45928,Incognito,https://image.tmdb.org/t/p/w500/45idl65SLCipP1G1RMRVfkF4ldw.jpg,"Harry Donovan is an art forger who paints fake Rembrandt picture for $500,000. The girl he meets and gets into bed with in Paris, Marieke, turns out to be an arts expert Harry's clients are using to check the counterfeit picture he painted.",Harry Donovan is a master in the art of deception... trapped in a lie so perfect even the truth can't save him.,Crime|Thriller|Romance|Drama,rembrandt|art|forger,Jason Patric|Irène Jacob|Ian Richardson|Rod Steiger|Thomas Lockyer,John Badham,108,0.8361,5.8,65,1997-11-14
1676,Starship Troopers (1997),Starship Troopers,1997,563,Starship Troopers,https://image.tmdb.org/t/p/w500/cxCmv23O7p3hyHwqoktHYkZcGsY.jpg,"Set in the future, the story follows a young soldier named Johnny Rico and his exploits in the Mobile Infantry. Rico's military career progresses from recruit to non-commissioned officer and finally to officer against the backdrop of an interstellar war between mankind and an arachnoid species known as ""the Bugs.""",A new kind of enemy. A new kind of war.,Adventure|Action|Thriller|Science Fiction,"spacecraft|space marine|army|moon|based on novel or book|asteroid|intelligence|dystopia|buenos aires, argentina|space battle|satire|giant insect|creature|soldier|alien invasion|drill instructor|military|bugs|dystopian",Casper Van Dien|Dina Meyer|Denise Richards|Jake Busey|Neil Patrick Harris,Paul Verhoeven,129,9.099,7.104,5471,1997-11-07
1677,Critical Care (1997),Critical Care,1997,61337,Critical Care,https://image.tmdb.org/t/p/w500/p4UPT3vvdKHsv6PbhvvtFm8w5Zx.jpg,"Werner Ernst is a young hospital resident who becomes embroiled in a legal battle between two half-sisters who are fighting over the care of their comatose father. But are they really fighting over their father's care, or over his $10 million estate? Meanwhile, Werner must contend with his nutty supervisor, who insists that he only care for patients with full insurance. Can Werner sidestep the hospital's legal team and do what's best for the patient?",At Memorial Hospital no one ever dies... Until their insurance runs out.,Comedy|Drama,nun|satire|hospital|half sister,James Spader|Kyra Sedgwick|Helen Mirren|Albert Brooks|Anne Bancroft,Sidney Lumet,107,1.3453,6.393,42,1997-10-31
1678,"Joy Luck Club, The (1993)","Joy Luck Club, The",1993,19931,The Joy Luck Club,https://image.tmdb.org/t/p/w500/s1Sk0hhVARNs7i9wqRHqbCriu8n.jpg,"Through a series of flashbacks, four Chinese women born in America and their respective mothers born in feudal China explore their pasts.",Between every mother and daughter there is a story that must be told.,Drama,based on novel or book|chinese|family|chinese american|mother daughter relationship,Tsai Chin|Kieu Chinh|Lisa Lu|France Nuyen|Rosalind Chao,Wayne Wang,139,1.6098,7.127,161,1993-09-08
1679,Chairman of the Board (1998),Chairman of the Board,1998,31535,Chairman of the Board,https://image.tmdb.org/t/p/w500/1eGB1EjaUjGbiuPBAqndlO3khyn.jpg,"Surfer Edison isn't able to make ends meet with his inventions or his lifestyle. But then he meets billionaire Armand McMillian, who takes a shine to the young bum — so much so that he leaves his invention company to him upon his death. Unfortunately, Armand's nephew, Bradford, only gets a surfboard. While Edison manages to run the company successfully, with the help of pretty Natalie, Bradford conspires to take him down.",Work sucks!,Comedy,inventor|sports|invention|scandal,Carrot Top|Courtney Thorne-Smith|Larry Miller|Raquel Welch|Mystro Clark,Alex Zamm,95,0.8218,3.632,72,1998-03-13
1680,Sliding Doors (1998),Sliding Doors,1998,10215,Sliding Doors,https://image.tmdb.org/t/p/w500/s8VOVTywXZIIHqdEjkCZziH0ebq.jpg,"Helen, a London ad executive, is fired from her job and rushes out to catch a train, but, as she runs down, her life suddenly splits off. In one version she catches the train; in the second, she misses it. Her whole life changes in that one second, and the rest of the film depicts what happens in each scenario.",What if one split second sent your life in two completely different directions?,Comedy|Drama|Fantasy|Romance,"london, england|ex-girlfriend|in flagranti|fate|tube|fired from the job|boyfriend girlfriend relationship|parallel lives|parallel story|alternate timeline|what if|publicist|parallel layers of reality|romantic",Gwyneth Paltrow|John Hannah|John Lynch|Jeanne Tripplehorn|Zara Turner,Peter Howitt,99,2.6009,6.565,1413,1998-04-23
1681,Mortal Kombat: Annihilation (1997),Mortal Kombat: Annihilation,1997,9823,Mortal Kombat: Annihilation,https://image.tmdb.org/t/p/w500/ttryglcY2osWZE3sRYBf3ewTZsW.jpg,"A group of heroic warriors has only six days to save the planet in ""Mortal Kombat Annihilation."" To succeed they must survive the most spectacular series of challenges any human, or god, has ever encountered as they battle an evil warlord bent on taking control of Earth.",Destroy all expectations.,Action|Fantasy|Science Fiction,martial arts|saving the world|magic|authority|transformation|villain|sequel|alternate dimension|ninja|tournament|battle|fighting|underground fighting|based on video game|hand to hand combat|warrior|centaur|action hero|supernatural power|good versus evil,Robin Shou|Talisa Soto|James Remar|Brian Thompson|Sandra Hess,John R. Leonetti,95,31.5052,4.542,1331,1997-11-11
1682,"Truman Show, The (1998)","Truman Show, The",1998,37165,The Truman Show,https://image.tmdb.org/t/p/w500/vuza0WqY239yBXOadKlGwJsZJFE.jpg,"In a picture-perfect seaside town, an insurance salesman begins to realize that his entire existence may be staged and observed by a vast unseen audience as part of a long-running real-time reality TV show.",On the air. Unaware.,Comedy|Drama,escape|paranoia|dystopia|suspicion|video surveillance|deception|hidden camera|simulated reality |television producer|tv show in film|make believe|actor|suspenseful|allegory of the cave,Jim Carrey|Laura Linney|Noah Emmerich|Natascha McElhone|Holland Taylor,Peter Weir,103,19.2395,8.152,20173,1998-06-04
1683,"Wings of the Dove, The (1997)","Wings of the Dove, The",1997,45609,The Wings of the Dove,https://image.tmdb.org/t/p/w500/eb1ZnIEC8LMmMgwD2fIAmQOkcd.jpg,"Kate is secretly betrothed to a struggling journalist, Merton Densher. But she knows her Aunt Maude will never approve of the match, since Kate's deceased mother has lost all her money in a marriage to a degenerate opium addict. When Kate meets a terminally ill American heiress named Millie traveling through Europe, she comes up with a conniving plan to have both love and wealth.",A couple with everything but money. An heiress with everything but love. A temptation no one could resist.,Drama|Romance,"london, england|based on novel or book|venice, italy|love triangle|masked ball|gondola|forbidden love|man between two women|unrequited love|inheritance|british high society|dying woman|dying young|privileged life|1910s|classism|period piece|influential aunt or uncle",Helena Bonham Carter|Linus Roache|Alison Elliott|Elizabeth McGovern|Charlotte Rampling,Iain Softley,102,1.1816,6.633,124,1997-09-04
1684,Mrs. Dalloway (1997),Mrs. Dalloway,1997,38904,Mrs. Dalloway,https://image.tmdb.org/t/p/w500/kJURxFCyfqjTss7vTVMuUobHcye.jpg,"Clarissa Dalloway looks back on her youth as she readies for a gathering at her house. The wife of a legislator and a doyenne of London's upper-crust party scene, Clarissa finds that the plight of ailing war veteran Septimus Warren Smith reminds her of a past romance with Peter Walsh. In flashbacks, young Clarissa explores her possibilities with Peter.",A woman’s past unlocks the truth buried within her soul.,Drama|Romance,woman director|emotional instability|emotional journey,Vanessa Redgrave|Natascha McElhone|Michael Kitchen|Alan Cox|Sarah Badel,Marleen Gorris,97,1.0333,5.611,72,1997-09-01
1685,"I Love You, I Love You Not (1996)","I Love You, I Love You Not",1996,45565,"I Love You, I Love You Not",https://image.tmdb.org/t/p/w500/aesZ94JtQFiVdvNFNbO5CSeWms2.jpg,A school student and her European-born grandmother share sad stories of their lives.,,Drama|Family|Romance,,Claire Danes|Jude Law|Jeanne Moreau|James Van Der Beek|Kris Park,Billy Hopkins,88,0.7584,5.181,36,1996-08-28
1686,Red Corner (1997),Red Corner,1997,9407,Red Corner,https://image.tmdb.org/t/p/w500/xsIbKOO1CacqTagyJmEGGf4kOnn.jpg,"An American attorney on business in China, ends up wrongfully on trial for murder and his only key to innocence is a female defense lawyer from the country.",Severity for those who resist.,Crime|Drama|Thriller,death penalty|china|businessman|murder|justice|legal thriller,Richard Gere|Bai Ling|Bradley Whitford|Byron Mann|Peter Donat,Jon Avnet,122,2.7137,6.345,403,1997-10-30
1687,"Jackal, The (1997)","Jackal, The",1997,4824,The Jackal,https://image.tmdb.org/t/p/w500/oXF26QmDEaRaH9Fbhs3NXtcnryx.jpg,"Hired by a powerful member of the Russian mafia to avenge an FBI sting that left his brother dead, a psychopathic hitman known only as The Jackal proves an elusive target for the people charged with the task of bringing him down: a deputy FBI director, a Russian MVK Major,  and a jailed IRA terrorist who can recognize him.",How do you stop an assassin who has no identity?,Action|Crime|Thriller,"showdown|hitman|politics|bratva (russian mafia)|cold war|fbi|montreal, canada|revenge|terrorism|ira (irish republican army)|political thriller|pretending to be gay",Bruce Willis|Richard Gere|Sidney Poitier|Diane Venora|J.K. Simmons,Michael Caton-Jones,124,6.6296,6.389,2107,1997-11-14
1688,Anastasia (1997),Anastasia,1997,9444,Anastasia,https://image.tmdb.org/t/p/w500/bppGWGA8zq1sRvTdDJnUzVW9GcH.jpg,"Ten years after she was separated from her family, an eighteen-year-old orphan with vague memories of the past sets out to Paris in hopes of reuniting with her grandmother. She is accompanied by two con men, who intend to pass her off as the Grand Duchess Anastasia to the Dowager Empress for a reward.",Discover the adventure behind the greatest mystery of our time.,Animation|Family|Fantasy|Adventure,nightmare|villain|czar / tsar / tzar|musical|based on true story|sorcerer|catholic|russian revolution (1917)|train explosion|1920s|good versus evil|amused,Meg Ryan|John Cusack|Kelsey Grammer|Christopher Lloyd|Hank Azaria,Gary Goldman|Don Bluth,94,6.69,7.606,5611,1997-11-20
1689,"Man Who Knew Too Little, The (1997)","Man Who Knew Too Little, The",1997,9414,The Man Who Knew Too Little,https://image.tmdb.org/t/p/w500/yVlIZa0u6CTN5LudxGX77Fk46iz.jpg,"An American gets a ticket for an audience participation game in London, then gets involved in a case of mistaken identity. As an international plot unravels around him, he thinks it's all part of the act.","He’s on a mission so secret, even he doesn’t know about it.",Comedy|Crime|Action,"london, england|helicopter|sibling relationship|based on novel or book|escape|bomb|hitman|sex scandal|time bomb|mistaken identity|political assassination|agent|american abroad|timer|screwball comedy|american in the uk|assassination attempt|spy ring|bomb threat|post cold war|simpleton|political conspiracy|international espionage|matryoshka|bumbling criminals|love letters|russian nesting dolls",Bill Murray|Peter Gallagher|Joanne Whalley|Alfred Molina|Richard Wilson,Jon Amiel,94,2.0667,6.367,575,1997-11-14
1690,Alien: Resurrection (1997),Alien: Resurrection,1997,8078,Alien Resurrection,https://image.tmdb.org/t/p/w500/9aRDMlU5Zwpysilm0WCWzU2PCFv.jpg,"Two hundred years after Lt. Ripley died, a group of scientists clone her, hoping to breed the ultimate weapon. But the new Ripley is full of surprises … as are the new aliens. Ripley must team with a band of smugglers to keep the creatures from reaching Earth.",It's already too late.,Science Fiction|Horror|Action,android|smuggling (contraband)|dystopia|mercenary|sequel|alien|betrayal|cloning|creature|scientist|flamethrower|gene manipulation|man in wheelchair|breeding|genetic engineering|curious|regeneration|alien queen|explosive decompression|desperate|sci-fi horror|antagonistic|excited|action horror|sci-fi action,Sigourney Weaver|Winona Ryder|Dominique Pinon|Ron Perlman|Gary Dourdan,Jean-Pierre Jeunet,109,6.4115,6.17,5533,1997-11-12
1692,Alien Escape (1995),Alien Escape,1995,,,,,,,,,,,,,,
1693,Amistad (1997),Amistad,1997,11831,Amistad,https://image.tmdb.org/t/p/w500/6QqNyIHKow0jngiQgTNBOBrLILM.jpg,"In 1839, the slave ship Amistad set sail from Cuba to America. During the long trip, Cinque leads the slaves in an unprecedented uprising. They are then held prisoner in Connecticut, and their release becomes the subject of heated debate. Freed slave Theodore Joadson wants Cinque and the others exonerated and recruits property lawyer Roger Baldwin to help his case. Eventually, John Quincy Adams also becomes an ally.",Freedom is not given. It is our right at birth. But there are moments when it must be taken.,Drama|History|Mystery,mutiny|cuba|sentence|slavery|historical figure|tall ship|slave trade,Morgan Freeman|Nigel Hawthorne|Anthony Hopkins|Djimon Hounsou|Matthew McConaughey,Steven Spielberg,155,0.9552,7.0,1414,1997-12-10
1694,"Apostle, The (1997)","Apostle, The",1997,2895,The Apostle,https://image.tmdb.org/t/p/w500/9KqCzLhWbFMBPjqRpZ69izRiYgG.jpg,"After his happy life spins out of control, a preacher from Texas changes his name, goes to Louisiana and starts preaching on the radio.",The hardest soul to save was his own.,Drama,jealousy|coma|radio station|forgiveness|christianity|texas|minister|apostle|louisiana|preacher,Robert Duvall|Farrah Fawcett|Miranda Richardson|John Beasley|Walton Goggins,Robert Duvall,134,1.4216,6.325,157,1997-12-19
1695,Artemisia (1997),Artemisia,1997,39177,Artemisia,https://image.tmdb.org/t/p/w500/5mMzt0Cw99wNk0xTT7YOdRxaqZp.jpg,"The story of Artemisia Gentileschi (1593-1653), one of the first well-known female painters, including her youth, when she was guided and protected by her father, the painter Orazio Gentileschi.",Her passion for her art changed the face of history.,Drama|History,rape|painter|woman director|erotic movie|criminal trial,Valentina Cervi|Michel Serrault|Predrag 'Miki' Manojlović|Luca Zingaretti|Emmanuelle Devos,Agnès Merlet,98,0.6632,6.064,47,1997-09-10
1696,Bent (1997),Bent,1997,19601,Bent,https://image.tmdb.org/t/p/w500/mTRIVPmRK01rgLlE6XJPGbbRdXb.jpg,"Max is a handsome young man who, after a fateful tryst with a German soldier, is forced to run for his life. Eventually Max is placed in a concentration camp where he pretends to be Jewish because in the eyes of the Nazis, gays are the lowest form of human being. But it takes a relationship with an openly gay prisoner to teach Max that without the love of another, life is not worth living.","In a time of war, they found themselves in the most dangerous place of all. In love.",Drama|History|Romance,nazi|concentration camp prisoner|based on play or musical|gay theme|bitter,Lothaire Bluteau|Clive Owen|Brian Webber|Ian McKellen|Mick Jagger,Sean Mathias,105,1.3878,6.86,157,1997-11-26
1697,"Big Bang Theory, The (1994)","Big Bang Theory, The",1994,,,,,,,,,,,,,,
1698,"Boys, Les (1997)","Boys, Les",1997,42832,The Boys,https://image.tmdb.org/t/p/w500/yk4NokXK0Bg84ULFOiVFmXp12EC.jpg,"Every Monday evening, at the arena, eleven men get together to lovingly put on the jersey of the Boys, the hockey team of a ""garage"" league to which they belong.  As Stan, their revered trainer, would affectionately say, they have the ""puck"" tattooed on their hearts. It doesn't matter if they are lawyers, policemen, mechanics or unemployed, as soon as they enter the locker room, everyone forgets their age, their work and their problems.",Nothing in the world would make them miss their weekly game...,Comedy,ice hockey,Marc Messier|Rémy Girard|Patrick Huard|Serge Thériault|Michel Barrette,Louis Saia,107,0.6748,6.172,32,1997-12-12
1699,"Butcher Boy, The (1998)","Butcher Boy, The",1998,22797,The Butcher Boy,https://image.tmdb.org/t/p/w500/9KrClE5Ax6wzCAwgaGRhQI2Eolk.jpg,"Francie and Joe live the usual playful, fantasy filled childhoods of normal boys. However, with a violent, alcoholic father and a manic depressive, suicidal mother the pressure on Francie to grow up are immense. When Francie's world turns to madness, he tries to counter it with further insanity, with dire consequences.",This little piggy laughed all the way home!,Comedy|Drama,friendship|suicide|based on novel or book|pig|boarding school|angel|difficult childhood|dark comedy|insane asylum|alcoholism|murder|ireland|irish,Eamonn Owens|Alan Boyle|Fiona Shaw|Stephen Rea|Ian Hart,Neil Jordan,110,1.1987,6.844,125,1998-02-20
1701,Deconstructing Harry (1997),Deconstructing Harry,1997,2639,Deconstructing Harry,https://image.tmdb.org/t/p/w500/i7Z5DdznqANJUjqWISEFu9bw6J7.jpg,"Writer Harry Block draws inspiration from people he knows, and from events that happened to him, sometimes causing these people to become alienated from him as a result.","Harry Block wrote a bestseller about his best friends. Now, his best friends are about to become his worst enemies.",Comedy|Drama,new york city|insanity|writer's block|author,Woody Allen|Judy Davis|Kirstie Alley|Elisabeth Shue|Billy Crystal,Woody Allen,96,2.325,7.257,1047,1997-12-12
1702,Flubber (1997),Flubber,1997,9574,Flubber,https://image.tmdb.org/t/p/w500/bnKvk04icAyCO1KjqhsaEXBO9aJ.jpg,"Professor Phillip Brainard, an absent minded professor, works with his assistant Weebo, trying to create a substance that's a new source of energy and that will save Medfield College where his sweetheart Sara is the president. He has missed his wedding twice, and on the afternoon of his third wedding, Professor Brainard creates flubber, which allows objects to fly through the air.",Catch it if you can!,Comedy|Family|Science Fiction,wedding vows|inventor|slime|flight|mad scientist|remake|wedding|secret formula|flubber,Robin Williams|Marcia Gay Harden|Christopher McDonald|Raymond J. Barry|Clancy Brown,Les Mayfield,93,2.9204,5.654,2543,1997-11-26
1703,For Richer or Poorer (1997),For Richer or Poorer,1997,10371,For Richer or Poorer,https://image.tmdb.org/t/p/w500/tPjqY9Qp5WOIBFKnyEpMBVwGr01.jpg,"Brad Sexton and his wife, Caroline, are wealthy New Yorkers with both marital and financial problems. The latter issue becomes a pressing matter when they discover that their accountant has embezzled millions and pinned the blame on them. Forced to go on the lam, Brad and Caroline end up in an Amish area of Pennsylvania and decide to pose as members of the religious group to evade the IRS. As the two adapt to the simple Amish lifestyle, they begin to reconnect.",,Comedy|Romance,"new york city|cheating|pennsylvania, usa|tax consultant|parish hall|devoutness|amish",Tim Allen|Kirstie Alley|Wayne Knight|Larry Miller|Jay O. Sanders,Bryan Spicer,115,1.5479,6.018,257,1997-12-11
1704,Good Will Hunting (1997),Good Will Hunting,1997,489,Good Will Hunting,https://image.tmdb.org/t/p/w500/z2FnLKpFi1HPO7BEJxdkv6hpJSU.jpg,"Will Hunting is a headstrong, working-class genius who is failing the lessons of life. After one too many run-ins with the law, Will's last chance is a psychology professor, who might be the only man who can reach him.","Some people can never believe in themselves, until someone believes in them.",Drama,"boston, massachusetts|mathematics|genius|male friendship|flashback|psychologist|janitor|dating|courtroom|group of friends|southie|thoughtful|college professor|reflective|prodigy|math genius|loving|inspirational|foster kid|fear of change|witty|abused as a child|massachusetts institute of technology (mit)|math professor",Matt Damon|Robin Williams|Ben Affleck|Stellan Skarsgård|Minnie Driver,Gus Van Sant,127,14.3368,8.161,13806,1997-12-05
1705,Guy (1996),Guy,1996,9894,The Cable Guy,https://image.tmdb.org/t/p/w500/YJt9l3RdrRohI95btQKPXwpdii.jpg,"When recently single Steven moves into his new apartment, cable guy Chip comes to hook him up—and doesn't let go. Initially, Chip is just overzealous in his desire to be Steven's pal, but when Steven tries to end the 'friendship', Chip shows his dark side. He begins stalking Steven, who's left to fend for himself because no one else can believe Chip's capable of such behaviour.",There's no such thing as free cable.,Comedy|Drama|Thriller,prison|prostitute|karaoke|obsession|dark comedy|medieval|cable guy|frenemies|satirical|bold|farcical|sardonic,Jim Carrey|Matthew Broderick|Leslie Mann|Jack Black|George Segal,Ben Stiller,96,5.3655,5.997,2667,1996-06-10
1706,Harlem River Drive (1996),Harlem River Drive,1996,293820,Tar,https://image.tmdb.org/t/p/w500/tXMCfZEkZLdQqCUeElZRTsi0X4X.jpg,"When small-time crook Curtis jacks a police car, he discovers the lady cop is a former lover, and soon the two form an unlikely alliance to bust a revolution-minded urban gang who kidnap, tar and feather rich executives.",,Drama,,Kevin Thigpen|Nicole Prescott|Seth Gilliam|Ron Brice|Chris McKinney,Goetz Grossmann,90,0.3885,8.25,4,1996-10-01
1707,Home Alone 3 (1997),Home Alone 3,1997,9714,Home Alone 3,https://image.tmdb.org/t/p/w500/6uOadrCfle0n2LOOxHbgWEdnrm2.jpg,"9-year-old Alex Pruitt is home alone with the chicken pox. Turns out, due to a mix-up among nefarious spies, Alex was given a toy car concealing a top-secret microchip. Now Alex must fend off the spies as they try to break into his house to get it back.",There's a new kid on the block.,Comedy|Family,winter|burglar|bravery|computer chip|family relationships|sequel|slapstick comedy|technical toy|little boy|home invasion|precocious child|home alone|mischievous child|christmas|chicken pox|kids on their own|child rescue,Alex D. Linz|Olek Krupa|Rya Kihlstedt|Lenny Von Dohlen|David Thornton,Raja Gosnell,102,5.7136,5.276,3272,1997-12-12
1708,Ill Gotten Gains (1997),Ill Gotten Gains,1997,102406,Ill Gotten Gains,https://image.tmdb.org/t/p/w500/r4irj0Pv1qhXPsda5NQy8btUhy5.jpg,"WEST AFRICA 1869 - Slave trade is illegal. There is a revolt on a slave ship - twenty four men fight for their lives. Out-gunned, the revolt fails but a second uprising is planned.",,Drama,,Djimon Hounsou|Akosua Busia|De'Aundre Bonds|Eartha Kitt|Reg E. Cathey,Joel B. Marsden,101,0.5045,3.75,4,1997-12-05
